file,reachable_from_app,status,importer_count,importer_kinds
components/invite/invite-person-card.tsx,yes,reachable,2,"app,component"
components/invite/invite-rsvp-stats.tsx,yes,reachable,1,"app"
components/invite/invite-slot-list.tsx,yes,reachable,2,"app,component"
components/invite/invite-status-banner.tsx,yes,reachable,2,"app,component"
components/invite/invite-type-card.tsx,yes,reachable,2,"app,component"
components/invite/location-map-preview.tsx,yes,reachable,2,"app,component"
components/invite/rsvp-button-group.tsx,yes,reachable,5,"component"
components/invoices/DownloadButton.tsx,yes,reachable,1,"component"
components/invoices/InvoiceCard.tsx,yes,reachable,2,"component"
components/invoices/InvoiceList.tsx,yes,reachable,1,"component"
components/invoices/InvoicePreview.tsx,yes,reachable,1,"component"
components/invoices/download-button-sections.tsx,yes,reachable,1,"component"
components/invoices/invoice-card-sections.tsx,yes,reachable,2,"component"
components/invoices/invoice-list-sections.tsx,yes,reachable,1,"component"
components/invoices/invoice-preview-detail-sections.tsx,yes,reachable,1,"component"
components/invoices/invoice-preview-primary-sections.tsx,yes,reachable,1,"component"
components/invoices/invoice-preview-sections.tsx,yes,reachable,1,"component"
components/invoices/mark-paid-button.tsx,yes,reachable,1,"component"
components/location/add-location-picker.native.tsx,yes,reachable,2,"component"
components/location/add-location-picker.tsx,yes,reachable,2,"component"
components/location/add-location-picker.web.tsx,yes,reachable,2,"component"
components/match/availability-response-sections.tsx,yes,reachable,1,"component"
components/match/availability-response.tsx,yes,reachable,2,"app,component"
components/match/create-match-details.tsx,yes,reachable,1,"app"
components/match/create-match-review.tsx,yes,reachable,1,"app"
components/match/create-match-schedule.tsx,yes,reachable,1,"app"
components/match/create-match-squad.tsx,yes,reachable,1,"app"
components/match/lineup-selector-sections.tsx,yes,reachable,1,"component"
components/match/lineup-selector.tsx,yes,reachable,2,"app,component"
components/match/match-availability-stats.tsx,yes,reachable,1,"app"
components/match/match-card-sections.tsx,yes,reachable,1,"component"
components/match/match-card.tsx,yes,reachable,2,"app,component"
components/match/match-coach-actions.tsx,yes,reachable,1,"app"
components/match/match-header-card.tsx,yes,reachable,1,"app"
components/match/match-player-list.tsx,yes,reachable,1,"app"
components/messaging/chat-input.tsx,yes,reachable,2,"app,component"
components/messaging/chat-screen-sections.tsx,yes,reachable,1,"app"
components/messaging/conversation-row.tsx,yes,reachable,1,"app"
components/messaging/group-conversation-row.tsx,yes,reachable,1,"component"
components/messaging/group-threads-section.tsx,yes,reachable,1,"app"
components/messaging/message-bubble.tsx,yes,reachable,2,"app,component"
components/messaging/messages-search-bar.tsx,yes,reachable,1,"app"
components/messaging/messages-view-toggle.tsx,yes,reachable,1,"app"
components/messaging/typing-indicator.tsx,yes,reachable,2,"app,component"
components/negotiate/TimeProposalForm.tsx,no,barrel_only_not_reachable,1,"component"
components/negotiate/time-proposal-sections.tsx,no,not_reachable_from_app,1,"component"
components/notification/ChannelToggle.tsx,yes,reachable,1,"component"
components/notification/MutedCoachesList.tsx,yes,reachable,1,"component"
components/notification/NotificationTypeList.tsx,yes,reachable,1,"component"
components/notification/QuietHoursSelector.tsx,yes,reachable,1,"component"
components/notification/muted-coaches-list-sections.tsx,yes,reachable,1,"component"
components/notification/notification-card.tsx,yes,reachable,2,"component"
